ecCounts	passage	cellID
40.4024082115525	P15	R66-C37
37.8051063374005	P15	R49-C30
40.3742893305296	P15	R68-C39
40.7994266875008	P15	R47-C26
42.2016857054293	P15	R49-C29
37.062934955836	P15	R45-C46
35.4620957444378	P15	R55-C29
31.4432724385893	P15	R56-C27
33.6202343450304	P15	R57-C38
34.7577311823435	P15	R60-C57
42.076019746419	P15	R45-C20
33.9665729951048	P15	R64-C46
38.0351407615143	P15	R51-C45
51.4713985857478	P15	R47-C52
35.3283165498709	P15	R48-C09
55.7290546341077	P15	R54-C12
35.978213975461	P15	R61-C34
33.0836659249706	P15	R65-C23
56.5356122735793	P15	R67-C47
49.9936639306897	P15	R61-C12
33.9494811343043	P15	R62-C39
26.1789853047136	P15	R50-C49
35.1527633902126	P15	R52-C40
49.6700309069003	P15	R50-C28
43.1441099849112	P15	R67-C38
32.952843489803	P15	R51-C29
28.3215975658467	P15	R60-C18
28.8269887570168	P15	R53-C36
32.4919328502907	P15	R55-C31
31.1092533094972	P15	R52-C39
29.2645603814779	P15	R45-C31
32.3127144603103	P15	R68-C32
31.7228331520122	P15	R46-C36
48.066081447383	P15	R58-C34
29.2010546467184	P15	R57-C11
32.0899820383839	P15	R48-C16
32.2517381110306	P15	R50-C38
29.3418870756326	P15	R67-C28
26.5983950533775	P15	R54-C42
55.1443516490384	P15	R64-C31
28.6024421813618	P15	R47-C37
42.7156236634111	P15	R48-C27
48.3359617905056	P15	R60-C34
28.2850786064646	P15	R46-C34
28.3671890371473	P15	R59-C50
26.8250880910321	P15	R56-C13
29.1516245986544	P15	R69-C31
25.2403205672836	P15	R48-C07
30.8479847618701	P15	R46-C47
27.1057105737418	P15	R46-C61
39.6378020854612	P15	R54-C07
27.7386238408115	P15	R51-C31
34.7577683131841	P15	R52-C44
27.3800135627422	P15	R53-C39
28.5704929544569	P15	R65-C31
29.4281366318568	P15	R62-C26
27.5888263236547	P15	R61-C18
44.1026693168042	P15	R59-C07
27.3054514560284	P15	R67-C23
27.2820746334731	P15	R48-C12
21.6156018014892	P15	R70-C26
24.1687933784019	P15	R53-C60
23.762499655061	P15	R52-C37
24.3750524183284	P15	R70-C11
25.7400099521439	P15	R62-C53
19.487025443015	P15	R69-C47
20.3052103367569	P15	R69-C07
27.8182200005414	P15	R65-C34
20.5096925227601	P15	R65-C56
18.6952842069188	P15	R56-C47
16.5999126633511	P15	R68-C08
21.5704648987583	P15	R67-C39
15.3826692094446	P15	R47-C38
17.504760673035	P15	R46-C49
25.2175106140795	P15	R47-C09
23.592585617896	P15	R45-C30
16.1307478677138	P15	R54-C14
18.0720280631576	P15	R69-C46
12.2738136907105	P15	R66-C49
26.4563644499029	P15	R46-C60
14.2056970971161	P15	R64-C51
15.8710412859907	P15	R50-C11
15.8216087196821	P15	R67-C09
15.6873932898577	P15	R51-C37
13.7815869503945	P15	R69-C17
10.1774330383473	P15	R47-C21
12.5886420511808	P15	R63-C19
9.82817108538471	P15	R50-C48
9.94057735686253	P15	R64-C32
14.1764939290043	P15	R70-C25
11.9135483997627	P15	R53-C32
19.2946077383671	P15	R70-C46
